部材ｺｰﾄﾞ,部材名,摘要,単位,数量,仕入値,売単価,価格3,価格4,部材符号,備考,調整値,小計ﾌﾗｸﾞ,端数処理,端数有効桁,工事種別,部屋区分,区分3,発注先区分,区分5,部材種類,明細表示ﾓｰﾄﾞ,合算名称,明細属性,構成ｺｰﾄﾞ,区分2補助,表示優先度,利益率,階層,区画ﾕﾆｰｸID,設備別区分
K15CA0368,電灯配線（器具付）,,ケ所,1,750,980,,,,,,,切り上げ,0.1,2,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,照明現調品,,,1F,,ﾎｰﾙ
K15CA0368,電灯配線（器具付）,,ケ所,1,750,980,,,,,,,切り上げ,0.1,2,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,照明現調品,,,1F,,ﾎｰﾙ
K15CA0368,電灯配線（器具付）,,ケ所,1,750,980,,,,,,,切り上げ,0.1,2,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,照明現調品,,,1F,,ﾎｰﾙ
MSM25586BR,木質フロア　ベリティスフロアーＷハードコートクリア２Ｐタイプ（幅広）抗ウイルス仕様,,枚,11.9,2090,2720,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部床仕上材,,,1F,,ﾎｰﾙ
MSM15438,木質フロア用接着剤（１階用）,,セット,4.1,900,1170,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部床仕上材,,,1F,,ﾎｰﾙ
K06CAB422,木質床材貼（先行貼り　×６　タイプ）,【床暖房兼用】,㎡,6.1,470,610,,,,,,,切り上げ,0.1,2,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部床仕上材,,,1F,,ﾎｰﾙ
QPE11512DYN,化粧巾木（幅木５型）,,本,1.7,960,1250,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,巾木,,,1F,,ﾎｰﾙ
MSM21542,クロスＤＸ（調湿タイプ）①,,ｍ,14.8,530,690,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部壁仕上材,,,1F,,ﾎｰﾙ
MSM17073,クロス下敷カットテープ,,ｍ,4.5,20,30,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部壁仕上材,,,1F,,ﾎｰﾙ
MSM17073,クロス下敷カットテープ,,ｍ,13.9,20,30,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部壁仕上材,,,1F,,ﾎｰﾙ
MSM02359,クロス接着剤（無希釈）,,セット,0.1,2630,3420,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部壁仕上材,,,1F,,ﾎｰﾙ
MSM02359,クロス接着剤（無希釈）,,セット,0.2,2630,3420,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部壁仕上材,,,1F,,ﾎｰﾙ
PKARISY00197N,＜現場調達＞（透湿クロスＤＸ及び防汚クロス①同等）（部材価格同等）,,ｍ,4.8,530,690,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部壁仕上材,,,1F,,ﾎｰﾙ
GENA5537020,現調壁仕上　01　＜ｱｲｶ＞ﾀﾌｳｫｰﾙ,材工支社指示金額,枚,2,23100,30000,,,,,,,切り上げ,0.1,0,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部壁仕上材,,,1F,,ﾎｰﾙ
K14CA0038,壁クロス貼手間（下地共）,,㎡,3.8,340,450,,,,,,,切り上げ,0.1,2,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部壁仕上材,,,1F,,ﾎｰﾙ
K14CA0038,壁クロス貼手間（下地共）,,㎡,11.8,340,450,,,,,,,切り上げ,0.1,2,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部壁仕上材,,,1F,,ﾎｰﾙ
MSM21542,クロスＤＸ（調湿タイプ）①,,ｍ,8.3,530,690,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部天井仕上材,,,1F,,ﾎｰﾙ
MSM17073,クロス下敷カットテープ,,ｍ,8.3,20,30,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部天井仕上材,,,1F,,ﾎｰﾙ
MSM02359,クロス接着剤（無希釈）,,セット,0.1,2630,3420,,,,,,,切り上げ,0.1,1,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部天井仕上材,,,1F,,ﾎｰﾙ
K14CA0037,天井クロス貼手間（下地共）,,㎡,6.9,530,690,,,,,,,切り上げ,0.1,2,ﾎｰﾙ,3,,ﾎｰﾙ,,,,子,,内部天井仕上材,,,1F,,ﾎｰﾙ
MSM21542,クロスＤＸ（調湿タイプ）①,,ｍ,12.3,530,690,,,,,,,切り上げ,0.1,1,階段(下階),4,,階段(下階),,,,子,,内部壁仕上材,,,1F,,階段(下階)
MSM17073,クロス下敷カットテープ,,ｍ,11.5,20,30,,,,,,,切り上げ,0.1,1,階段(下階),4,,階段(下階),,,,子,,内部壁仕上材,,,1F,,階段(下階)
MSM02359,クロス接着剤（無希釈）,,セット,0.1,2630,3420,,,,,,,切り上げ,0.1,1,階段(下階),4,,階段(下階),,,,子,,内部壁仕上材,,,1F,,階段(下階)
K14CA0038,壁クロス貼手間（下地共）,,㎡,9.8,340,450,,,,,,,切り上げ,0.1,2,階段(下階),4,,階段(下階),,,,子,,内部壁仕上材,,,1F,,階段(下階)
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ﾄﾞｱﾎﾝ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM24613,外でもドアホン５０５シリーズワイヤレス子機付,《201811商品》,セット,1,48920,63540,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ﾄﾞｱﾎﾝ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ﾄﾞｱﾎﾝ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
K15CH0034,マルチ配線用ケーブル（集合）,,本,1,780,1020,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ﾄﾞｱﾎﾝ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
K15CA0055,ワイヤレスＴＶドアホンシステム基本工事２,,ケ所,1,2800,3640,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ﾄﾞｱﾎﾝ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM12326UP,ＬＡＮ用ＣＡＴ５Ｅ電線,,セット,15,60,80,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM12326UP,ＬＡＮ用ＣＡＴ５Ｅ電線,,セット,15,60,80,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM12325UP,ＴＥＬ用２心電線,,セット,15,43,60,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM12327UP,ＴＶ用Ｓ－５Ｃ－ＦＢ電線,,セット,15,81,110,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
XSER23009,アースターミナル付接地ダブルコンセント,,ケ,1,533,700,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
XSER23005,ダブルコンセント,,セット,1,262,340,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
XSER23005,ダブルコンセント,,セット,1,262,340,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
XSER23005,ダブルコンセント,,セット,1,262,340,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
XSER23005,ダブルコンセント,,セット,1,262,340,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
XSER23005,ダブルコンセント,,セット,1,262,340,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
XSER23005,ダブルコンセント,,セット,1,262,340,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
XSER23005,ダブルコンセント,,セット,1,262,340,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
XSER23005,ダブルコンセント,,セット,1,262,340,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21526,はさみ金具3連,,セット,1,264,350,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
RR71102,フラット型アップコンセント（アイボリー）,,セット,1,4000,5200,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
XSER23392,マルチＷコンＬＴ・Ｔｖ４Ｋ８Ｋ,,ケ,1,2614,3400,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
XSER23258,マルチメディアＬ,,ケ,1,844,1100,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,6,5,10,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
K15CA0233,3C×2.0+1.6,専用線材料費（買入）,ｍ,15,171,230,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
K15CA0019,ＬＡＮ配線成端処理（１ケ所）,ベーシック、フル,ケ,1,270,350,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
K15CA0019,ＬＡＮ配線成端処理（１ケ所）,ベーシック、フル,ケ,1,270,350,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
K15CA0150,アース付シングルコンセント,,ケ所,1,500,650,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
K15CA0150,アース付シングルコンセント,,ケ所,1,500,650,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
K15CA0224,アース付専用回路,,ケ所,1,550,720,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
K15AD10801,アップコンセント取付,,ケ所,1,710,930,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
K15CA0157,コンセント,,ケ所,1,460,600,,,,,,,切り上げ,0.1,2,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,5,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ,,,,子,,ｺﾝｾﾝﾄ,,,1F,,ﾘﾋﾞﾝｸﾞ･ﾀﾞｲﾆﾝｸﾞ
