部材ｺｰﾄﾞ,部材名,摘要,単位,数量,仕入値,売単価,価格3,価格4,部材符号,備考,調整値,小計ﾌﾗｸﾞ,端数処理,端数有効桁,工事種別,部屋区分,区分3,発注先区分,区分5,部材種類,明細表示ﾓｰﾄﾞ,合算名称,明細属性,構成ｺｰﾄﾞ,区分2補助,表示優先度,利益率,階層,区画ﾕﾆｰｸID,設備別区分
XSER23005,ダブルコンセント,,セット,1,262,340,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
XSER23005,ダブルコンセント,,セット,1,262,340,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
XSER23081,ダブルコンセント＋マルチメディアコンセントＬ,,ケ,1,1253,1630,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
MSM21525,はさみ金具2連,,セット,1,141,190,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
MSM21530X1,固定ネジサラネジL26※１本当り,,本,4,5,10,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
K15CA0019,ＬＡＮ配線成端処理（１ケ所）,ベーシック、フル,ケ,1,270,350,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
K15CA0157,コンセント,,ケ所,1,460,600,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
K15CA0157,コンセント,,ケ所,1,460,600,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
K15CA0157,コンセント,,ケ所,1,460,600,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
K15CA0370,情報ｺﾝｾﾝﾄ基本取付･配線(LAN),,ケ所,1,1550,2020,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,ｺﾝｾﾝﾄ,,,2F,,洋室
XSER23105,シングルスイッチほたる４路,,ケ,1,1020,1330,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｽｲｯﾁ,,,2F,,洋室
XSER23097,シングルスイッチほたる片切,,ケ,1,522,680,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｽｲｯﾁ,,,2F,,洋室
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｽｲｯﾁ,,,2F,,洋室
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｽｲｯﾁ,,,2F,,洋室
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｽｲｯﾁ,,,2F,,洋室
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,ｽｲｯﾁ,,,2F,,洋室
K15CA0156,スイッチ,,ケ所,1,460,600,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,ｽｲｯﾁ,,,2F,,洋室
K15CA0149,スイッチ（４路用）,,ケ所,1,630,820,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,ｽｲｯﾁ,,,2F,,洋室
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,ｽｲｯﾁ,,,2F,,洋室
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,ｽｲｯﾁ,,,2F,,洋室
MSM25657W,電池式単独型けむり火災警報器ホワイト,,セット,1,4500,5850,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,消防法,,,2F,,洋室
K15CA0185,感知器取付（電池式）,,ケ所,1,360,470,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,消防法,,,2F,,洋室
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,照明,,,2F,,洋室
K15CA0367,電灯配線（器具なし）,,ケ所,1,870,1130,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,照明,,,2F,,洋室
MSM25586BR,木質フロア　ベリティスフロアーＷハードコートクリア２Ｐタイプ（幅広）抗ウイルス仕様,,枚,15.6,2090,2720,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,内部床仕上材,,,2F,,洋室
MSM15438,木質フロア用接着剤（１階用）,,セット,5.4,900,1170,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,内部床仕上材,,,2F,,洋室
K06CAB422,木質床材貼（先行貼り　×６　タイプ）,【床暖房兼用】,㎡,8,470,610,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,内部床仕上材,,,2F,,洋室
QPE11512DYN,化粧巾木（幅木５型）,,本,1.7,960,1250,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,巾木,,,2F,,洋室
MSM21542,クロスＤＸ（調湿タイプ）①,,ｍ,17.4,530,690,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,内部壁仕上材,,,2F,,洋室
MSM17073,クロス下敷カットテープ,,ｍ,16.3,20,30,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,内部壁仕上材,,,2F,,洋室
MSM02359,クロス接着剤（無希釈）,,セット,0.2,2630,3420,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,内部壁仕上材,,,2F,,洋室
K14CA0038,壁クロス貼手間（下地共）,,㎡,13.9,340,450,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,内部壁仕上材,,,2F,,洋室
MSM21542,クロスＤＸ（調湿タイプ）①,,ｍ,9.6,530,690,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,内部天井仕上材,,,2F,,洋室
MSM17073,クロス下敷カットテープ,,ｍ,9.6,20,30,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,内部天井仕上材,,,2F,,洋室
MSM02359,クロス接着剤（無希釈）,,セット,0.1,2630,3420,,,,,,,切り上げ,0.1,1,洋室,19,,洋室,,,,子,,内部天井仕上材,,,2F,,洋室
K14CA0037,天井クロス貼手間（下地共）,,㎡,8,530,690,,,,,,,切り上げ,0.1,2,洋室,19,,洋室,,,,子,,内部天井仕上材,,,2F,,洋室
MSM25586BR,木質フロア　ベリティスフロアーＷハードコートクリア２Ｐタイプ（幅広）抗ウイルス仕様,,枚,3,2090,2720,,,,,,,切り上げ,0.1,1,洋収納,20,,洋収納,,,,子,,内部床仕上材,,,2F,,洋収納
MSM15438,木質フロア用接着剤（１階用）,,セット,1.1,900,1170,,,,,,,切り上げ,0.1,1,洋収納,20,,洋収納,,,,子,,内部床仕上材,,,2F,,洋収納
K06CAB422,木質床材貼（先行貼り　×６　タイプ）,【床暖房兼用】,㎡,1.5,470,610,,,,,,,切り上げ,0.1,2,洋収納,20,,洋収納,,,,子,,内部床仕上材,,,2F,,洋収納
MSG02619BT,（調湿）間仕切用石膏ボード,,枚,-3.1,1000,1300,,,,,,,切り上げ,0.1,1,洋収納,20,,洋収納,,,,子,,内部壁仕上材,,,2F,,洋収納
MSG10578P,プレカット押入化粧石膏ボード（壁）,,㎡,6.8,1163,1510,,,,,,,切り上げ,0.1,1,洋収納,20,,洋収納,,,,子,,内部壁仕上材,,,2F,,洋収納
K06CAB0887,プレカット押入化粧石膏ボード貼り（壁）,,ｍ,3.5,230,300,,,,,,,切り上げ,0.1,2,洋収納,20,,洋収納,,,,子,,内部壁仕上材,,,2F,,洋収納
MSG00378,押入用調湿化粧石膏ボード,,枚,0.7,1230,1600,,,,,,,切り上げ,0.1,1,洋収納,20,,洋収納,,,,子,,内部天井仕上材,,,2F,,洋収納
XSER23009,アースターミナル付接地ダブルコンセント,,ケ,1,533,700,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,ｺﾝｾﾝﾄ,,,2F,,ﾄｲﾚ
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,ｺﾝｾﾝﾄ,,,2F,,ﾄｲﾚ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,ｺﾝｾﾝﾄ,,,2F,,ﾄｲﾚ
K15CA0233,3C×2.0+1.6,専用線材料費（買入）,ｍ,30,171,230,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,ｺﾝｾﾝﾄ,,,2F,,ﾄｲﾚ
K15CA0224,アース付専用回路,,ケ所,2,550,720,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,ｺﾝｾﾝﾄ,,,2F,,ﾄｲﾚ
K15CA0159,マルチ配線用ケーブル,,本,-2,780,1020,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,ｺﾝｾﾝﾄ,,,2F,,ﾄｲﾚ
K15CA0223,回路分岐（マルチ専用）,,回路,2,1050,1370,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,ｺﾝｾﾝﾄ,,,2F,,ﾄｲﾚ
K15CA0153,回路分岐（マルチ配線）,,回路,-2,920,1200,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,ｺﾝｾﾝﾄ,,,2F,,ﾄｲﾚ
XSER23097,シングルスイッチほたる片切,,ケ,1,522,680,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,ｽｲｯﾁ,,,2F,,ﾄｲﾚ
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,ｽｲｯﾁ,,,2F,,ﾄｲﾚ
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,ｽｲｯﾁ,,,2F,,ﾄｲﾚ
K15CA0156,スイッチ,,ケ所,1,460,600,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,ｽｲｯﾁ,,,2F,,ﾄｲﾚ
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,ｽｲｯﾁ,,,2F,,ﾄｲﾚ
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,照明現調品,,,2F,,ﾄｲﾚ
K15CA0368,電灯配線（器具付）,,ケ所,1,750,980,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,照明現調品,,,2F,,ﾄｲﾚ
PKARISY00054,＜現場調達＞デザインフロアＳＴ－（部材価格同等）,,枚,0.9,1960,2550,,,,,,,切り上げ,0.1,0,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,内部床仕上材,,,2F,,ﾄｲﾚ
K14CA0005,デザインフロアー貼,,㎡,1.5,640,840,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,内部床仕上材,,,2F,,ﾄｲﾚ
K06CAB0140,床捨合板貼,,㎡,1.5,170,220,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,内部床仕上材,,,2F,,ﾄｲﾚ
K07AJ55801,床捨貼合板（９ミリ） （Ｆ１）,Ｔ１合板３’×６’×９ｔ,枚,0.9,2070,2690,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,内部床仕上材,,,2F,,ﾄｲﾚ
QPE11512DYN,化粧巾木（幅木５型）,,本,0.9,960,1250,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,巾木,,,2F,,ﾄｲﾚ
MSM17073,クロス下敷カットテープ,,ｍ,12.1,20,30,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,内部壁仕上材,,,2F,,ﾄｲﾚ
MSM02359,クロス接着剤（無希釈）,,セット,0.2,2630,3420,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,内部壁仕上材,,,2F,,ﾄｲﾚ
PKARISY00197N,＜現場調達＞（透湿クロスＤＸ及び防汚クロス①同等）（部材価格同等）,,ｍ,12.9,530,690,,,,,,,切り上げ,0.1,0,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,内部壁仕上材,,,2F,,ﾄｲﾚ
K14CA0038,壁クロス貼手間（下地共）,,㎡,10.3,340,450,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,内部壁仕上材,,,2F,,ﾄｲﾚ
MSM21542,クロスＤＸ（調湿タイプ）①,,ｍ,1.8,530,690,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,内部天井仕上材,,,2F,,ﾄｲﾚ
MSM17073,クロス下敷カットテープ,,ｍ,1.8,20,30,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,内部天井仕上材,,,2F,,ﾄｲﾚ
MSM02359,クロス接着剤（無希釈）,,セット,0.1,2630,3420,,,,,,,切り上げ,0.1,1,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,内部天井仕上材,,,2F,,ﾄｲﾚ
K14CA0037,天井クロス貼手間（下地共）,,㎡,1.5,530,690,,,,,,,切り上げ,0.1,2,ﾄｲﾚ,21,,ﾄｲﾚ,,,,子,,内部天井仕上材,,,2F,,ﾄｲﾚ
XSER23005,ダブルコンセント,,セット,1,262,340,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,ｺﾝｾﾝﾄ,,,2F,,納戸
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,ｺﾝｾﾝﾄ,,,2F,,納戸
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,ｺﾝｾﾝﾄ,,,2F,,納戸
K15CA0157,コンセント,,ケ所,1,460,600,,,,,,,切り上げ,0.1,2,納戸,22,,納戸,,,,子,,ｺﾝｾﾝﾄ,,,2F,,納戸
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,納戸,22,,納戸,,,,子,,ｺﾝｾﾝﾄ,,,2F,,納戸
XSER23097,シングルスイッチほたる片切,,ケ,1,522,680,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,ｽｲｯﾁ,,,2F,,納戸
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,ｽｲｯﾁ,,,2F,,納戸
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,ｽｲｯﾁ,,,2F,,納戸
K15CA0156,スイッチ,,ケ所,1,460,600,,,,,,,切り上げ,0.1,2,納戸,22,,納戸,,,,子,,ｽｲｯﾁ,,,2F,,納戸
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,納戸,22,,納戸,,,,子,,ｽｲｯﾁ,,,2F,,納戸
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,納戸,22,,納戸,,,,子,,照明現調品,,,2F,,納戸
K15CA0368,電灯配線（器具付）,,ケ所,1,750,980,,,,,,,切り上げ,0.1,2,納戸,22,,納戸,,,,子,,照明現調品,,,2F,,納戸
MSM25586BR,木質フロア　ベリティスフロアーＷハードコートクリア２Ｐタイプ（幅広）抗ウイルス仕様,,枚,4.3,2090,2720,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,内部床仕上材,,,2F,,納戸
MSM15438,木質フロア用接着剤（１階用）,,セット,1.5,900,1170,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,内部床仕上材,,,2F,,納戸
K06CAB422,木質床材貼（先行貼り　×６　タイプ）,【床暖房兼用】,㎡,2.2,470,610,,,,,,,切り上げ,0.1,2,納戸,22,,納戸,,,,子,,内部床仕上材,,,2F,,納戸
QPE11512DYN,化粧巾木（幅木５型）,,本,1.2,960,1250,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,巾木,,,2F,,納戸
MSM21542,クロスＤＸ（調湿タイプ）①,,ｍ,9,530,690,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,内部壁仕上材,,,2F,,納戸
MSM17073,クロス下敷カットテープ,,ｍ,8.5,20,30,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,内部壁仕上材,,,2F,,納戸
MSM17073,クロス下敷カットテープ,,ｍ,5.1,20,30,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,内部壁仕上材,,,2F,,納戸
MSM02359,クロス接着剤（無希釈）,,セット,0.1,2630,3420,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,内部壁仕上材,,,2F,,納戸
MSM02359,クロス接着剤（無希釈）,,セット,0.1,2630,3420,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,内部壁仕上材,,,2F,,納戸
PKARISY00197N,＜現場調達＞（透湿クロスＤＸ及び防汚クロス①同等）（部材価格同等）,,ｍ,5.4,530,690,,,,,,,切り上げ,0.1,0,納戸,22,,納戸,,,,子,,内部壁仕上材,,,2F,,納戸
K14CA0038,壁クロス貼手間（下地共）,,㎡,4.3,340,450,,,,,,,切り上げ,0.1,2,納戸,22,,納戸,,,,子,,内部壁仕上材,,,2F,,納戸
K14CA0038,壁クロス貼手間（下地共）,,㎡,7.2,340,450,,,,,,,切り上げ,0.1,2,納戸,22,,納戸,,,,子,,内部壁仕上材,,,2F,,納戸
MSM21542,クロスＤＸ（調湿タイプ）①,,ｍ,2.7,530,690,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,内部天井仕上材,,,2F,,納戸
MSM17073,クロス下敷カットテープ,,ｍ,2.7,20,30,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,内部天井仕上材,,,2F,,納戸
MSM02359,クロス接着剤（無希釈）,,セット,0.1,2630,3420,,,,,,,切り上げ,0.1,1,納戸,22,,納戸,,,,子,,内部天井仕上材,,,2F,,納戸
K14CA0037,天井クロス貼手間（下地共）,,㎡,2.2,530,690,,,,,,,切り上げ,0.1,2,納戸,22,,納戸,,,,子,,内部天井仕上材,,,2F,,納戸
MSM21542,クロスＤＸ（調湿タイプ）①,,ｍ,3.2,530,690,,,,,,,切り上げ,0.1,1,階段(上階),23,,階段(上階),,,,子,,内部壁仕上材,,,2F,,階段(上階)
MSM17073,クロス下敷カットテープ,,ｍ,3,20,30,,,,,,,切り上げ,0.1,1,階段(上階),23,,階段(上階),,,,子,,内部壁仕上材,,,2F,,階段(上階)
MSM02359,クロス接着剤（無希釈）,,セット,0.1,2630,3420,,,,,,,切り上げ,0.1,1,階段(上階),23,,階段(上階),,,,子,,内部壁仕上材,,,2F,,階段(上階)
K14CA0038,壁クロス貼手間（下地共）,,㎡,2.5,340,450,,,,,,,切り上げ,0.1,2,階段(上階),23,,階段(上階),,,,子,,内部壁仕上材,,,2F,,階段(上階)
MSM21542,クロスＤＸ（調湿タイプ）①,,ｍ,2.9,530,690,,,,,,,切り上げ,0.1,1,吹抜,24,,吹抜,,,,子,,内部壁仕上材,,,2F,,吹抜
MSM17073,クロス下敷カットテープ,,ｍ,2.7,20,30,,,,,,,切り上げ,0.1,1,吹抜,24,,吹抜,,,,子,,内部壁仕上材,,,2F,,吹抜
MSM02359,クロス接着剤（無希釈）,,セット,0.1,2630,3420,,,,,,,切り上げ,0.1,1,吹抜,24,,吹抜,,,,子,,内部壁仕上材,,,2F,,吹抜
K14CA0038,壁クロス貼手間（下地共）,,㎡,2.3,340,450,,,,,,,切り上げ,0.1,2,吹抜,24,,吹抜,,,,子,,内部壁仕上材,,,2F,,吹抜
MSM25586BR,木質フロア　ベリティスフロアーＷハードコートクリア２Ｐタイプ（幅広）抗ウイルス仕様,,枚,2,2090,2720,,,,,,,切り上げ,0.1,1,空調ﾕﾆｯﾄ,25,,空調ﾕﾆｯﾄ,,,,子,,内部床仕上材,,,2F,,空調ﾕﾆｯﾄ
MSM15438,木質フロア用接着剤（１階用）,,セット,0.7,900,1170,,,,,,,切り上げ,0.1,1,空調ﾕﾆｯﾄ,25,,空調ﾕﾆｯﾄ,,,,子,,内部床仕上材,,,2F,,空調ﾕﾆｯﾄ
K06CAB422,木質床材貼（先行貼り　×６　タイプ）,【床暖房兼用】,㎡,1,470,610,,,,,,,切り上げ,0.1,2,空調ﾕﾆｯﾄ,25,,空調ﾕﾆｯﾄ,,,,子,,内部床仕上材,,,2F,,空調ﾕﾆｯﾄ
MSM12326,ＬＡＮ用ＣＡＴ５Ｅ電線,,セット,1,60,80,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,ﾏﾙﾁﾒﾃﾞｨｱ,,,2F,,WIC
MSM12325,ＴＥＬ用２心電線,,セット,15,43,60,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,ﾏﾙﾁﾒﾃﾞｨｱ,,,2F,,WIC
MSM12327,ＴＶ用Ｓ－５Ｃ－ＦＢ電線,,セット,30,81,110,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,ﾏﾙﾁﾒﾃﾞｨｱ,,,2F,,WIC
MSM23980,情報盤ＩＢ　大タイプ（ブースタ付）（１ギガハブ１４ポート付）,ハブ１個増設対応,ケ,1,74300,96500,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,ﾏﾙﾁﾒﾃﾞｨｱ,,,2F,,WIC
MSM22037,情報盤ＩＢ用パッチコード,,ケ,1,1200,1560,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,ﾏﾙﾁﾒﾃﾞｨｱ,,,2F,,WIC
K15CA0019,ＬＡＮ配線成端処理（１ケ所）,ベーシック、フル,ケ,2,270,350,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,ﾏﾙﾁﾒﾃﾞｨｱ,,,2F,,WIC
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,ﾏﾙﾁﾒﾃﾞｨｱ,,,2F,,WIC
K15CA0179,情報盤内ブースタ取付,,ケ所,1,750,980,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,ﾏﾙﾁﾒﾃﾞｨｱ,,,2F,,WIC
K15CA0178,情報分電盤取付・配線,,ケ所,1,2080,2710,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,ﾏﾙﾁﾒﾃﾞｨｱ,,,2F,,WIC
K15AD567,電話線引込（情報分電盤取付時）,,ケ,1,1240,1610,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,ﾏﾙﾁﾒﾃﾞｨｱ,,,2F,,WIC
XSER23005,ダブルコンセント,,セット,1,262,340,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,ｺﾝｾﾝﾄ,,,2F,,WIC
MSM21524,はさみ金具1連,,セット,1,50,70,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,ｺﾝｾﾝﾄ,,,2F,,WIC
MSM21530X1,固定ネジサラネジL26※１本当り,,本,2,5,10,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,ｺﾝｾﾝﾄ,,,2F,,WIC
K15CA0157,コンセント,,ケ所,1,460,600,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,ｺﾝｾﾝﾄ,,,2F,,WIC
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,ｺﾝｾﾝﾄ,,,2F,,WIC
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,照明現調品,,,2F,,WIC
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,照明現調品,,,2F,,WIC
K15CA0159,マルチ配線用ケーブル,,本,1,780,1020,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,照明現調品,,,2F,,WIC
K15CA0368,電灯配線（器具付）,,ケ所,1,750,980,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,照明現調品,,,2F,,WIC
K15CA0368,電灯配線（器具付）,,ケ所,1,750,980,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,照明現調品,,,2F,,WIC
K15CA0368,電灯配線（器具付）,,ケ所,1,750,980,,,,,,,切り上げ,0.1,2,WIC,27,,WIC,,,,子,,照明現調品,,,2F,,WIC
ZA1EKZ-A440001,＜現場調達＞空配管,≪現調品≫,ケ所,1,5000,6500,,,,,,,切り上げ,0.1,0,WIC,27,,WIC,,,,子,,電設機器現調品,,,2F,,WIC
MSM25586BR,木質フロア　ベリティスフロアーＷハードコートクリア２Ｐタイプ（幅広）抗ウイルス仕様,,枚,9,2090,2720,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,内部床仕上材,,,2F,,WIC
MSM15438,木質フロア用接着剤（１階用）,,セット,3.1,900,1170,,,,,,,切り上げ,0.1,1,WIC,27,,WIC,,,,子,,内部床仕上材,,,2F,,WIC
